41,41,Bernie Sanders,4,small dog,food,credit_card,4,22.23,2024-02-18 02:03:32,United States,Los Angeles,petsmart.com,8221508420,True,
42,30,Emma Goldman,7,antibiotics,meds,apple_pay,4,21.85,2024-01-23 08:03:16,United States,Portland,amazon.com,6069604135,True,
43,34,Slavoj Zizek,8,diet pills,meds,paypal,1,58.49,2024-02-06 19:06:08,United States,Los Angeles,petsmart.com,1251491577,False,unable to verify identity
44,42,Gilles Deleuze,15,medium leash,leash,credit_card,0,27.27,2024-02-28 15:14:43,United States,St. George,onpdg.com,2356249353,True,
45,1,Edward Said,5,medium bed,bed,google_pay,10,51.93,2024-02-29 13:20:10,United States,Carson City,petsmart.com,1803261887,True,
46,21,Simone de Beauvoir,16,long leash,leash,google_pay,5,19.42,2024-01-09 04:28:23,United States,Winston-Salem,amazon.com,2378354601,True,
47,41,Bernie Sanders,5,medium bed,bed,credit_card,8,51.93,2024-02-26 02:35:50,United States,Los Angeles,onpdg.com,1533998553,True,
48,31,Henry Kissinger,8,diet pills,meds,credit_card,15,58.49,2024-02-24 06:23:53,United States,San Francisco,amazon.com,2661345602,True,
49,42,Gilles Deleuze,5,medium bed,bed,paypal,14,51.93,2024-02-21 11:11:38,United States,St. George,amazon.com,5201317532,True,
50,10,Isaac Newton,5,medium crate,crates,google_pay,5,76.5,2024-03-01 10:30:24,United States,Flagstaff,amazon.com,5490210273,True,
51,10,Isaac Newton,16,long leash,leash,credit_card,14,19.42,2024-01-01 20:26:29,United States,Flagstaff,amazon.com,4076968066,True,
52,21,Simone de Beauvoir,10,vaccines,meds,paypal,13,48.81,2024-02-09 06:35:38,United States,Winston-Salem,amazon.com,6286465710,True,
53,33,Noam Chomsky,7,antibiotics,meds,apple_pay,14,21.85,2024-01-06 23:51:13,United States,Tampa,petsmart.com,6805506995,True,
54,48,Henry Kissinger,5,medium bed,bed,google_pay,15,51.93,2024-02-03 19:50:08,Mexico,Guadalajara,amazon.com,2078725687,True,
55,22,Noam Chomsky,15,medium leash,leash,credit_card,1,27.27,2024-01-30 02:48:16,United States,Moscow,onpdg.com,4984413110,True,
56,40,Gilles Deleuze,4,small dog,food,apple_pay,8,22.23,2024-01-06 02:45:25,Mexico,Ensenada,chewy.com,2184793859,True,
57,37,Slavoj Zizek,6,large bed,bed,paypal,3,82.12,2024-02-13 16:19:25,Canada,Toronto,onpdg.com,1575761365,True,
58,10,Isaac Newton,8,diet pills,meds,credit_card,15,58.49,2024-02-02 22:07:30,United States,Flagstaff,amazon.com,8621219051,True,
59,32,Hannah Arendt,4,small dog,food,apple_pay,14,22.23,2024-02-18 08:38:13,United States,Virginia Beach,petsmart.com,4395639440,True,
60,47,Angela Davis,16,long leash,leash,google_pay,8,19.42,2024-02-27 21:22:56,Canada,Vancouver,onpdg.com,1063824570,True,
61,38,Plato,6,large crate,crates,apple_pay,7,136.39,2024-02-03 06:06:58,United States,Pocatello,amazon.com,3810380105,True,
62,17,Noam Chomsky,8,diet pills,meds,paypal,8,58.49,2024-02-01 19:29:06,United States,San Bernadino,chewy.com,6909016037,True,
63,48,Henry Kissinger,9,anti viral,meds,credit_card,12,43.91,2024-01-06 14:33:37,Mexico,Guadalajara,amazon.com,2243670675,True,
64,8,Elizabeth Warren,5,medium dog,food,google_pay,0,46.81,2024-02-21 04:40:09,United States,Los Angeles,chewy.com,6201827569,True,
65,7,Plato,15,medium leash,leash,google_pay,8,27.27,2024-01-12 13:34:52,Mexico,Tijuana,onpdg.com,7684953649,True,
66,36,Simone de Beauvoir,10,vaccines,meds,credit_card,14,48.81,2024-02-07 10:42:57,United States,San Antonio,petsmart.com,1567105394,True,
67,19,Louis Pasteur,1,chew toy,toy,apple_pay,3,10.25,2024-01-11 20:39:10,United States,Las Vegas,amazon.com,2607144262,True,
68,28,Henry Kissinger,5,medium bed,bed,apple_pay,12,51.93,2024-02-21 10:29:21,United States,Flagstaff,onpdg.com,9685460620,True,
69,10,Isaac Newton,5,medium dog,food,paypal,13,46.81,2024-02-24 13:01:29,United States,Flagstaff,amazon.com,3193367169,True,
70,14,Emma Goldman,6,large dog,food,credit_card,14,30.93,2024-01-15 13:26:21,Mexico,Puerto Vallarta,chewy.com,9301527842,True,
71,BOOM!,Plato,4,small dog,food,credit_card,13,22.23,2024-01-20 02:09:08,Mexico,Tijuana,petsmart.com,7129853809,True,
72,46,Greta Thunberg,1,chew toy,toy,paypal,15,10.25,2024-01-15 21:37:13,United States,Tampa,chewy.com,3852044204,True,
73,42,Gilles Deleuze,5,medium crate,crates,apple_pay,3,76.5,2024-02-29 08:31:16,United States,St. George,onpdg.com,9600533023,True,
74,37,Slavoj Zizek,2,rope,toy,google_pay,2,12.6,2024-02-10 06:51:10,Canada,Toronto,chewy.com,2343753429,True,
75,44,Gilles Deleuze,5,medium bed,bed,google_pay,2,51.93,2024-01-03 05:44:28,United States,Henderson,petsmart.com,8395003886,False,unable to verify identity
76,45,Greta Thunberg,16,long leash,leash,credit_card,12,19.42,2024-01-26 21:32:47,Mexico,Guadalajara,amazon.com,6385407405,True,
77,44,Gilles Deleuze,5,medium bed,bed,google_pay,2,51.93,2024-01-20 13:44:32,United States,Henderson,onpdg.com,6969090544,True,
78,40,Gilles Deleuze,4,small bed,bed,apple_pay,3,58.3,2024-02-10 21:17:19,Mexico,Ensenada,onpdg.com,7657681345,True,
79,2,Judith Butler,16,long leash,leash,paypal,15,19.42,2024-02-14 09:17:47,Canada,Toronto,onpdg.com,1651953709,True,
80,32,Hannah Arendt,5,medium crate,crates,credit_card,8,76.5,2024-01-11 17:36:34,United States,Virginia Beach,onpdg.com,3029155903,True,
81,27,Bill Clinton,5,medium crate,crates,google_pay,15,76.5,2024-03-01 06:41:33,United States,Scottsdale,onpdg.com,1227711347,True,
82,19,Louis Pasteur,15,medium leash,leash,paypal,8,27.27,2024-01-15 06:05:23,United States,Las Vegas,onpdg.com,1922074342,True,
83,28,Henry Kissinger,5,medium dog,food,paypal,11,46.81,2024-03-01 10:55:06,United States,Flagstaff,chewy.com,9472646598,True,
84,12,Harry Wallace,16,long leash,leash,google_pay,1,19.42,2024-02-01 20:32:26,United States,San Diego,onpdg.com,6183318753,True,
85,34,Slavoj Zizek,5,medium crate,crates,google_pay,3,76.5,2024-01-25 09:27:18,United States,Los Angeles,amazon.com,6160137663,True,
86,19,Louis Pasteur,4,small dog,food,google_pay,12,22.23,2024-01-11 15:18:22,United States,Las Vegas,chewy.com,2389640656,True,
87,21,Simone de Beauvoir,7,antibiotics,meds,paypal,14,21.85,2024-02-04 01:47:37,United States,Winston-Salem,chewy.com,9980905186,True,
88,19,Louis Pasteur,5,medium crate,crates,apple_pay,11,76.5,2024-01-13 22:21:55,United States,Las Vegas,petsmart.com,2213648318,True,
89,49,Ronald Reagan,7,antibiotics,meds,credit_card,3,21.85,2024-02-12 18:29:01,United States,Ogden,chewy.com,8124560750,True,
90,9,Aristotle,4,small bed,bed,apple_pay,6,58.3,2024-02-24 21:43:05,United States,Twin Falls,amazon.com,5436234970,True,
91,23,Slavoj Zizek,15,medium leash,leash,credit_card,15,27.27,2024-01-29 00:05:31,United States,Tulsa,onpdg.com,2268607889,True,
92,15,Socrates,6,large bed,bed,apple_pay,0,82.12,2024-02-09 18:34:58,United States,Las Vegas,amazon.com,3506761435,True,
93,50,Harry Wallace,6,large dog,food,credit_card,11,30.93,2024-01-23 23:47:43,United States,St. George,chewy.com,3457297305,True,
94,6,Jean-Paul Sartre,14,short leash,leash,paypal,6,12.9,2024-02-07 23:11:51,United States,Flagstaff,amazon.com,6504032758,True,
95,19,Louis Pasteur,5,medium bed,bed,google_pay,8,51.93,2024-02-10 11:17:47,United States,Las Vegas,onpdg.com,7999691948,True,
96,45,Greta Thunberg,8,diet pills,meds,apple_pay,6,58.49,2024-01-13 05:36:02,Mexico,Guadalajara,chewy.com,3596472041,True,
97,49,Ronald Reagan,16,long leash,leash,credit_card,11,19.42,2024-02-20 03:43:34,United States,Ogden,onpdg.com,9141845177,True,
98,1,Edward Said,6,large bed,bed,paypal,14,82.12,2024-02-02 08:10:47,United States,Carson City,petsmart.com,4470765145,True,
99,6,Jean-Paul Sartre,5,medium bed,bed,credit_card,14,51.93,2024-01-22 03:34:59,United States,Flagstaff,amazon.com,5122966956,True,
100,1,Edward Said,6,large dog,food,apple_pay,12,30.93,2024-01-20 19:11:07,United States,Carson City,amazon.com,6896147985,True,
101,6,Jean-Paul Sartre,4,small bed,bed,credit_card,14,58.3,2024-01-25 06:56:19,United States,Flagstaff,onpdg.com,7016372120,True,
102,12,Harry Wallace,1,chew toy,toy,google_pay,2,10.25,2024-02-25 01:20:22,United States,San Diego,amazon.com,8169632503,True,
103,16,Simone de Beauvoir,5,medium dog,food,google_pay,6,46.81,2024-01-03 19:58:29,United States,Pocatello,petsmart.com,8019215960,True,
104,37,Slavoj Zizek,8,diet pills,meds,credit_card,10,58.49,2024-02-25 01:50:52,Canada,Toronto,chewy.com,3747376330,True,
105,43,Henry Kissinger,14,short leash,leash,credit_card,4,12.9,2024-02-19 05:02:01,United States,Portland,onpdg.com,4278618572,True,
106,11,Charles Darwin,5,medium crate,crates,google_pay,0,76.5,2024-02-13 14:16:47,United States,Sedona,onpdg.com,2010001998,True,
107,11,Charles Darwin,6,large crate,crates,credit_card,2,136.39,2024-02-07 11:00:44,United States,Sedona,amazon.com,1137916023,True,
108,10,Isaac Newton,2,rope,toy,apple_pay,15,12.6,2024-02-01 18:31:53,United States,Flagstaff,chewy.com,9770202621,True,
109,34,Slavoj Zizek,15,medium leash,leash,google_pay,8,27.27,2024-01-02 18:31:34,United States,Los Angeles,onpdg.com,7652814464,True,
110,34,Slavoj Zizek,5,medium bed,bed,apple_pay,11,51.93,2024-02-02 18:07:24,United States,Los Angeles,onpdg.com,5884423300,True,
111,43,Henry Kissinger,4,small bed,bed,apple_pay,4,58.3,2024-01-30 05:39:42,United States,Portland,onpdg.com,8347184765,True,
112,43,Henry Kissinger,7,antibiotics,meds,paypal,7,21.85,2024-02-21 08:08:25,United States,Portland,chewy.com,3775918594,True,
113,16,Simone de Beauvoir,5,medium dog,food,apple_pay,12,46.81,2024-03-01 07:34:56,United States,Pocatello,chewy.com,2040505772,True,
114,20,Rosa Luxemburg,7,antibiotics,meds,credit_card,5,21.85,2024-01-07 18:53:55,United States,Carson City,chewy.com,4610205850,True,
115,11,Charles Darwin,3,stuffed animal,toy,credit_card,0,12.01,2024-01-28 23:35:58,United States,Sedona,chewy.com,6271471391,True,
116,23,Slavoj Zizek,1,chew toy,toy,credit_card,4,10.25,2024-01-01 10:01:03,United States,Tulsa,petsmart.com,5103288829,True,
117,46,Greta Thunberg,6,large crate,crates,apple_pay,10,136.39,2024-02-03 12:04:38,United States,Tampa,onpdg.com,3032291439,True,
118,21,Simone de Beauvoir,4,small crate,crates,paypal,6,92.76,2024-02-25 01:08:40,United States,Winston-Salem,amazon.com,1952348843,True,
119,29,Simone de Beauvoir,6,large dog,food,apple_pay,15,30.93,2024-02-19 02:50:12,United States,San Antonio,chewy.com,8071369338,True,
120,23,Slavoj Zizek,15,medium leash,leash,google_pay,1,27.27,2024-01-17 21:06:01,United States,Tulsa,onpdg.com,8250616631,True,
121,26,Marie Curie,4,small dog,food,google_pay,8,22.23,2024-02-29 19:32:09,United States,Seattle,petsmart.com,4882038410,True,
122,10,Isaac Newton,15,medium leash,leash,credit_card,0,27.27,2024-02-06 00:02:04,United States,Flagstaff,onpdg.com,7409776702,True,
123,5,Charles Darwin,6,large bed,bed,google_pay,3,82.12,2024-02-23 13:48:56,United States,Pocatello,petsmart.com,5761052778,True,
124,38,Plato,5,medium crate,crates,google_pay,12,76.5,2024-01-04 20:12:26,United States,Pocatello,onpdg.com,7588508953,True,
125,40,Gilles Deleuze,3,stuffed animal,toy,apple_pay,5,12.01,2024-02-12 19:54:29,Mexico,Ensenada,chewy.com,8963615359,True,
126,39,Charles Darwin,14,short leash,leash,google_pay,15,12.9,2024-01-20 17:15:57,United States,Santa Ana,onpdg.com,3851953216,True,
127,16,Simone de Beauvoir,15,medium leash,leash,apple_pay,15,27.27,2024-02-17 13:41:28,United States,Pocatello,petsmart.com,8609363077,True,
128,32,Hannah Arendt,14,short leash,leash,google_pay,4,12.9,2024-01-15 17:33:20,United States,Virginia Beach,amazon.com,6726143070,True,
129,31,Henry Kissinger,3,stuffed animal,toy,credit_card,8,12.01,2024-02-14 05:09:20,United States,San Francisco,chewy.com,8270040155,True,
130,17,Noam Chomsky,10,vaccines,meds,paypal,4,48.81,2024-02-04 13:47:59,United States,San Bernadino,amazon.com,3953383824,True,
131,29,Simone de Beauvoir,8,diet pills,meds,google_pay,3,58.49,2024-01-17 00:40:39,United States,San Antonio,chewy.com,4480750373,True,
132,42,Gilles Deleuze,10,vaccines,meds,paypal,9,48.81,2024-02-26 15:45:08,United States,St. George,amazon.com,4811568742,True,
133,41,Bernie Sanders,10,vaccines,meds,credit_card,13,48.81,2024-02-16 08:22:31,United States,Los Angeles,chewy.com,5345842058,True,
134,28,Henry Kissinger,2,rope,toy,credit_card,12,12.6,2024-02-19 15:22:13,United States,Flagstaff,petsmart.com,9829283661,True,
135,4,Marie Curie,5,medium dog,food,paypal,13,46.81,2024-02-25 12:06:46,Mexico,Oaxaca,chewy.com,9767417026,True,
136,19,Louis Pasteur,5,medium bed,bed,apple_pay,6,51.93,2024-02-28 21:46:54,United States,Las Vegas,onpdg.com,2575491103,True,
137,26,Marie Curie,5,medium dog,food,apple_pay,8,46.81,2024-01-08 12:55:33,United States,Seattle,chewy.com,9006911530,True,
138,42,Gilles Deleuze,6,large bed,bed,google_pay,11,82.12,2024-01-17 04:17:16,United States,St. George,onpdg.com,6411542314,True,
139,13,Sigmund Freud,16,long leash,leash,apple_pay,10,19.42,2024-02-22 11:26:35,United States,Phoenix,amazon.com,5279794393,True,
140,23,Slavoj Zizek,5,medium bed,bed,paypal,0,51.93,2024-01-08 02:02:12,United States,Tulsa,onpdg.com,3313945505,True,
141,20,Rosa Luxemburg,1,chew toy,toy,credit_card,1,10.25,2024-01-10 11:33:14,United States,Carson City,petsmart.com,2826517388,True,
142,17,Noam Chomsky,5,medium crate,crates,apple_pay,13,76.5,2024-01-04 13:18:54,United States,San Bernadino,amazon.com,9683807927,True,
143,36,Simone de Beauvoir,4,small bed,bed,apple_pay,13,58.3,2024-02-24 09:27:54,United States,San Antonio,amazon.com,7435172849,True,
144,4,Marie Curie,9,anti viral,meds,paypal,8,43.91,2024-02-15 07:04:23,Mexico,Oaxaca,amazon.com,9656000069,True,
145,25,Bill Clinton,16,long leash,leash,google_pay,15,19.42,2024-01-05 08:24:36,United States,Flagstaff,amazon.com,8354061770,False,network error
146,17,Noam Chomsky,5,medium crate,crates,apple_pay,0,76.5,2024-02-28 16:44:31,United States,San Bernadino,amazon.com,7506409542,True,
147,23,Slavoj Zizek,5,medium crate,crates,credit_card,4,76.5,2024-01-22 18:00:18,United States,Tulsa,petsmart.com,8797701541,True,
148,30,Emma Goldman,6,large crate,crates,paypal,1,136.39,2024-02-05 20:02:39,United States,Portland,petsmart.com,5233740202,True,
149,14,Emma Goldman,10,vaccines,meds,credit_card,6,48.81,2024-01-05 20:53:34,Mexico,Puerto Vallarta,amazon.com,3265947156,True,
150,2,Judith Butler,15,medium leash,leash,paypal,11,27.27,2024-01-07 16:43:13,Canada,Toronto,petsmart.com,2655608690,True,
151,17,Noam Chomsky,1,chew toy,toy,google_pay,11,10.25,2024-02-22 12:26:41,United States,San Bernadino,amazon.com,9658182012,True,
152,29,Simone de Beauvoir,16,long leash,leash,google_pay,7,19.42,2024-02-17 22:46:27,United States,San Antonio,onpdg.com,4246702553,True,
153,33,Noam Chomsky,6,large dog,food,paypal,4,30.93,2024-02-17 21:28:49,United States,Tampa,chewy.com,9292735146,True,
154,6,Jean-Paul Sartre,2,rope,toy,google_pay,7,12.6,2024-02-25 01:47:57,United States,Flagstaff,chewy.com,4011221646,True,
155,21,Simone de Beauvoir,6,large bed,bed,paypal,6,82.12,2024-01-17 03:05:36,United States,Winston-Salem,onpdg.com,8186812525,True,
156,43,Henry Kissinger,16,long leash,leash,paypal,2,19.42,2024-01-08 05:22:32,United States,Portland,petsmart.com,4399871214,True,
157,3,Isaac Newton,5,medium dog,food,apple_pay,2,46.81,2024-01-06 10:53:10,United States,Caldwell,amazon.com,5723005313,True,
158,33,Noam Chomsky,3,stuffed animal,toy,google_pay,1,12.01,2024-01-26 18:09:54,United States,Tampa,chewy.com,8070598258,True,
159,12,Harry Wallace,4,small bed,bed,apple_pay,6,58.3,2024-01-16 02:02:12,United States,San Diego,onpdg.com,7685190161,True,
160,50,Harry Wallace,16,long leash,leash,google_pay,5,19.42,2024-02-18 10:03:33,United States,St. George,amazon.com,7212538227,True,
161,11,Charles Darwin,9,anti viral,meds,google_pay,14,43.91,2024-01-01 19:41:16,United States,Sedona,chewy.com,7433296561,True,
162,44,Gilles Deleuze,6,large crate,crates,credit_card,15,136.39,2024-01-10 20:07:02,United States,Henderson,onpdg.com,3030477367,True,
163,7,Plato,1,chew toy,toy,credit_card,1,10.25,2024-02-26 05:32:04,Mexico,Tijuana,petsmart.com,3476150110,True,
164,7,Plato,3,stuffed animal,toy,google_pay,6,12.01,2024-01-24 01:25:25,Mexico,Tijuana,petsmart.com,9894061180,True,
165,43,Henry Kissinger,5,medium crate,crates,credit_card,5,76.5,2024-03-02 01:59:07,United States,Portland,petsmart.com,2169220528,True,
166,48,Henry Kissinger,5,medium dog,food,google_pay,2,46.81,2024-02-20 16:21:14,Mexico,Guadalajara,amazon.com,7188611285,True,
167,33,Noam Chomsky,8,diet pills,meds,google_pay,4,58.49,2024-01-25 00:28:01,United States,Tampa,chewy.com,2906548578,True,
168,7,Plato,10,vaccines,meds,google_pay,1,48.81,2024-01-13 18:43:04,Mexico,Tijuana,petsmart.com,3463492166,True,
169,42,Gilles Deleuze,2,rope,toy,apple_pay,5,12.6,2024-01-18 06:18:12,United States,St. George,petsmart.com,7219515404,True,
170,19,Louis Pasteur,15,medium leash,leash,apple_pay,8,27.27,2024-01-15 03:30:56,United States,Las Vegas,onpdg.com,3881095258,True,
171,36,Simone de Beauvoir,1,chew toy,toy,credit_card,13,10.25,2024-02-16 11:15:18,United States,San Antonio,petsmart.com,5970252688,True,
172,1,Edward Said,5,medium crate,crates,apple_pay,14,76.5,2024-01-30 22:47:26,United States,Carson City,amazon.com,9485526145,True,
173,27,Bill Clinton,2,rope,toy,apple_pay,1,12.6,2024-01-22 17:31:02,United States,Scottsdale,petsmart.com,6435786284,True,
174,37,Slavoj Zizek,6,large bed,bed,google_pay,7,82.12,2024-02-03 14:29:38,Canada,Toronto,onpdg.com,2872862061,True,
175,15,Socrates,14,short leash,leash,apple_pay,4,12.9,2024-02-05 09:55:03,United States,Las Vegas,amazon.com,3674253448,True,
176,24,Jean-Paul Sartre,8,diet pills,meds,google_pay,11,58.49,2024-02-27 17:14:59,Mexico,Puerto Vallarta,amazon.com,1886244510,True,
177,42,Gilles Deleuze,10,vaccines,meds,credit_card,8,48.81,2024-02-11 09:41:40,United States,St. George,chewy.com,4399742289,True,
178,43,Henry Kissinger,6,large dog,food,apple_pay,9,30.93,2024-01-26 11:52:27,United States,Portland,chewy.com,4632345092,True,
179,50,Harry Wallace,4,small dog,food,google_pay,1,22.23,2024-02-29 01:33:43,United States,St. George,chewy.com,6097826987,True,
180,15,Socrates,6,large bed,bed,paypal,6,82.12,2024-02-19 23:59:29,United States,Las Vegas,onpdg.com,2063329349,True,
181,50,Harry Wallace,5,medium dog,food,apple_pay,14,46.81,2024-02-01 09:12:33,United States,St. George,chewy.com,4736158116,True,
182,1,Edward Said,6,large crate,crates,paypal,3,136.39,2024-02-28 03:23:14,United States,Carson City,amazon.com,5469787520,True,
183,8,Elizabeth Warren,14,short leash,leash,paypal,14,12.9,2024-01-07 19:47:53,United States,Los Angeles,onpdg.com,1979420058,True,
184,41,Bernie Sanders,4,small bed,bed,credit_card,0,58.3,2024-01-28 20:31:32,United States,Los Angeles,amazon.com,7182804481,True,
185,16,Simone de Beauvoir,4,small bed,bed,credit_card,11,58.3,2024-01-01 05:32:57,United States,Pocatello,onpdg.com,5833708948,True,
186,21,Simone de Beauvoir,6,large bed,bed,google_pay,3,82.12,2024-02-25 02:51:41,United States,Winston-Salem,amazon.com,2384116017,True,
187,32,Hannah Arendt,6,large crate,crates,paypal,3,136.39,2024-01-20 01:28:00,United States,Virginia Beach,petsmart.com,3535838464,True,
188,39,Charles Darwin,2,rope,toy,paypal,3,12.6,2024-02-24 12:34:11,United States,Santa Ana,petsmart.com,6705710915,True,
189,21,Simone de Beauvoir,5,medium crate,crates,apple_pay,6,76.5,2024-01-28 20:23:36,United States,Winston-Salem,onpdg.com,9153259814,True,
190,42,Gilles Deleuze,9,anti viral,meds,credit_card,2,43.91,2024-02-14 23:48:29,United States,St. George,chewy.com,9823304322,True,
191,12,Harry Wallace,4,small crate,crates,paypal,3,92.76,2024-02-11 05:54:02,United States,San Diego,onpdg.com,6719598200,True,
192,26,Marie Curie,16,long leash,leash,credit_card,1,19.42,2024-02-01 09:59:13,United States,Seattle,onpdg.com,1618800748,True,
193,7,Plato,4,small bed,bed,credit_card,13,58.3,2024-02-12 20:47:20,Mexico,Tijuana,onpdg.com,7893664199,True,
194,33,Noam Chomsky,15,medium leash,leash,credit_card,5,27.27,2024-02-18 07:25:04,United States,Tampa,onpdg.com,8693987467,True,
195,18,George H.W. Bush,9,anti viral,meds,google_pay,0,43.91,2024-01-14 11:55:54,United States,Tulsa,chewy.com,6080864036,True,
196,50,Harry Wallace,5,medium crate,crates,apple_pay,11,76.5,2024-01-15 01:36:32,United States,St. George,onpdg.com,2779317110,True,
197,38,Plato,3,stuffed animal,toy,google_pay,0,12.01,2024-01-22 12:35:22,United States,Pocatello,petsmart.com,4037238547,True,
198,12,Harry Wallace,3,stuffed animal,toy,paypal,14,12.01,2024-02-29 22:34:32,United States,San Diego,petsmart.com,1075557479,True,
199,39,Charles Darwin,5,medium dog,food,google_pay,13,46.81,2024-02-08 18:03:44,United States,Santa Ana,chewy.com,2155501737,True,
